id;plage;pharmacie;telephone1;telephone2;telephone3;localisation
1;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;MARCHE  du;242 01 50 46;690 30 75 88;;MARCHE CENTRAL
2;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;BASTOS;222 20 65 55;;;CARREFOUR BASTOS
3;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;TSINGA  de;699 55 01 55;;;face PMI TSINGA
4;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;LYRIS;681 32 45 92;;;MIMBOMAN CHAPELLE  face Feicom
5;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;CRYSTALLIS  le;242 71 05 86;667 08 95 63;;Carrefour ETOA MEKI
6;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;SAINTE ANNE;696 48 84 87;653 19 27 79;;"face Polyclinique FOUDA – quartier
FOUDA"
7;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;PRIORITE SANTE;671 02 52 81;656 10 94 95;;Brigade de Gendarmerie de
8;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;NKONDONGO;242 00 47 60;242 11 54 07;;NKONDONGO ECOLE
9;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;MARIJOVA;699 98 86 83;;;Entre Carrefour MEEC et DOVV - Nvlle
10;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;CARREFOUR EMIA;222 23 42 07;222 23 00 86 /;;EMIA
11;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;SIMBA'A;222 31 48 62;656 19 41 52 /;;Montée JOUVENCE MENDONG
12;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;ETOILE  de l';222 31 49 62;696 49 42 51;671 28 06 98;Montée MAISONS BLANCHES
13;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;BETHESDA;222 31 39 97;;;TAM-TAM WEEK-END
14;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;EMANA  d';222 21 42 94;;;à côté du Supermarché Noblesse - EMANA
15;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;TONGOLO;222 20 94 85;657 95 18 18;678 93 10 04;Carrefour CLUB YANNICK
16;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;PERSEVERANCE  la;243 84 41 35;243 84 67 75;;AWAE ESCALIER
17;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;SAINT VICTOR ESSOMBA;672 87 87 33;;;MOSQUEE ESSOMBA
18;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;ODZA  d';691 86 77 72;;;Carrefour MBOG-ABANG
19;Sam. 04 Nov. 2023 à 8h - Lun. 06 Nov. 2023 à 8h;MINKAN  de;697 24 77 75;673 49 07 17;;MINKAN entrée par Carrefour TERMINUS
20;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;FRANCAISE;222 22 14 76;677 62 08 47;664 12 16 44;Face ancienne BICIC CENTRALE
21;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;JOURDAIN  le;676 88 95 25;;;à côté de l’Immeuble MACABO -NKOMKANA
22;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;BOTANIK;694 73 54 60;;;SHAKESPEARE MIMBOMAN I
23;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;ELIG-EDZOA  d';677 71 81 27;;;face CASSE ELIG EDZOA
24;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;STADE  du;222 20 67 10;;;STADE OMNISPORT
25;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;NSAM EFOULAN;242 19 40 81;222 31 98 59;;Carrefour NSAM
26;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;GLOIRE;691 11 59 91;683 95 31 42;;300m après USINE DES EAUX 
27;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;QUEENS;656 77 61 78;670 37 80 09;;à côté TRADEX NKOLBIKOK
28;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;SIMBA'A;222 31 48 62;656 19 41 52 /;;Montée JOUVENCE MENDONG
29;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;VOLUNTAS DEI;675 77 46 65;699 97 18 59;;BIYEM-ASSI LAC
30;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;CENTRE MESSASSI (Ydé)  du;670.36.79.82;696.22.05.82;;Carrefour MESSASSI
31;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;NOBEL;690 30 18 18;;;Carrefour ANCIEN 6ième ETOUDI
32;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;SAINT VICTOR ESSOMBA;672 87 87 33;;;MOSQUEE ESSOMBA
33;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;MINDILI;655 77 32 70;222 30 22 80;690.64.85.80;Carrefour de L'AMITIE - EKOUMDOUM
34;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;MATURITE;655 44 91 38;672 31 10 98;;NEPTUNE _ ODZA
35;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;XAVYO;222 23 63 40;;;MESS DES OFFICIERS
36;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;"GRANDE PHARMACIE DES
LUMIERES";222 20 58 55;;;ROND-POINT NLONGKAK
37;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;MEMORIAL  le;674 09 23 87;222 30 05 81;;Carrefour Iptec à Nkolndongo
38;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;SANTE;222 22 30 03 /;690 10 02 40;;face HÔPITAL DE LA CAISSE
39;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;ATHERA;620 26 13 34;650 62 05 05;;TiTI GARAGE - Résidence VERTE
40;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;AHALA  d';690 80 93 02;682 93 60 72;;Barrière AHALA
41;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;SOTOWNEK;242 67 51 15;697 95 38 86;;Carrefour MEEC.
42;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;MANDELA;242 79 29 85;;;Face CHU
43;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;JOUVENCE  de la;222 31 72 24;;;Rond Point EXPRESS - BIYEM-ASSI
44;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;ACACIAS  des;699 61 96 54;;;BIYEM-ASSI CENTRE
45;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;OLEMBE;658 24 86 75;;;face STATION PETROLEX  OLEMBE
46;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;PALAIS;691 54 16 18;;;après la STATION TOTAL ETOUDI
47;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;SANTE & VIE;682 24 74 78;;;face GP BITENG
48;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;CYGNE ODZA  le;657 35 88 25;222 30 13 76;;face TOTAL BORNE 10 - ODZA
49;Jeu. 02 Nov. 2023 à 8h - Ven. 03 Nov. 2023 à 8h;EKOUMDOUM;650 85 30 31;620 02 44 92;;HAPPY EKOUMDOUM
50;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;SOLEIL  du;222 22 14 23;;;CINEMA ABBIA
51;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;KETCHY;222 23 90 22;;;MADAGASCAR
52;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;MONTESQUIEU;650 83 75 32;;;COLLEGE MONTESQUIEU - MVOG ADA
53;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;CITE  de la;691 43 50 45;;;TITI GARAGE - A COTE DU QUEBEC
54;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;ROSEE  la;242 15 60 16;;;Carrefour TRADEX ELEVEURS
55;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;CAPUCINES  des;242 66 63 05;;;SIANTOU SUPERIEUR
56;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;MOLIVA;222 23 00 82;;;MOBIL (OIL LYBIA) MADAGASCAR
57;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;ROYALE;222 22 32 17;242 06 11 01;;ELIG-EFFA
58;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;TERANGA  la;698 83 22 97;;;à 100m SUPERMARCHE DOVV
59;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;NSIMEYONG;694 01 12 46;620 26 36 89;;Chapelle NSIMEYONG
60;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;HERMES;243 64 11 81;677 98 70 76;664 46 07 46;face BOULANGERIE NEZAFI _ EMANA
61;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;ETOUDI  d';242 03 50 51;;;Face FOKOU ETOUDI
62;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;PERSEVERANCE  la;243 84 41 35;243 84 67 75;;AWAE ESCALIER
63;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;FOI  de la;656 49 68 11;681 52 63 19;;PETIT MARCHE D'ODZA
64;Mer. 01 Nov. 2023 à 8h - Jeu. 02 Nov. 2023 à 8h;BIEN ETRE  du;677 33 80 28;;;ELIG ESSONO (face HÔTEL GRAND
65;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;ECOLE de POLICE;222 03 63 25;699 97 68 79 /;;ECOLE DE POLICE
66;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;CHATEAU DE MIMBOMAN  du;242 06 22 98;;;CHAPELLE D'EMOMBO
67;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;COLOMBE;699 10 43 73;654 83 64 71;;TEXACO OMNISPORT
68;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;LYCEE BILINGUE  du;222 22 98 37;242 72 22 03;;Carrefour HÔTEL DU PLATEAU
69;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;ESSELE;691 98 27 60;;;Carrefour DAMASE  face DEPÔT DE BOIS
70;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;CYPRES  du;242 06 47 59;;;1ier Carrefour NKOLBISSON
71;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;7 COLLINES;222 22 65 71;;;Immeuble FEUGUIF _ MINI FERME
72;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;GRACE  de la;242 04 15 61;;;MENDONG - Quincaillerie de la PAIX
73;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;MELEN 8;222 31 68 63;242 08 31 89;;Carrefour BIYEM-ASSI
74;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;BRUXELLOISE;242 17 38 63;651 30 10 53;;après la station TRADEX EMANA
75;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;MANGUIERS  des;242 06 04 09;694 02 64 61;;Rue DES MANGUIERS
76;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;RELAIS DE NKOMO  le;653 74 33 45;655 82 72 54;;PAROISSE NKOAYOS
77;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;MESSAMENDONGO;693 05 53 75;650 26 51 41;;Carrefour MESSAMENDONGO
78;Mar. 31 Oct. 2023 à 8h - Mer. 01 Nov. 2023 à 8h;SAINTE URIEL;693 74 14 05;652 73 22 65;;DERNIER POTEAU _ EKIE
79;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;CAMEROUNAISE;; 242 00 11 33;; CATHEDRALE YAOUNDE
80;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;VERSET  du;222 20 95 07;;;DERRIERE CINEMA REX
81;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;GENEVOISE;679 69 27 80;657 83 10 64;;Nvlle Rte MIMBOMAN  Carrefour
82;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;POPULAIRE;222 23 23 41;;;A côté SUPERMARCHÉ DOVV ESSOS
83;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;REFERENCE  la;242 04 25 96;652 62 36 72 /;;TRANSFORMATEUR NGOUSSO
84;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;SIFA;659 60 58 43;;;face CHAPELLE MVOG-MBI
85;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;SAINT ANDRÉ CHATEAU;671 93 66 78;655 56 54 81;;"Montée PARC _ face MATGENIE
NKOLBIKOK PARC"
86;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;JERUSALEM;222 31 01 09;698 29 47 88;;Carrefour TKC - ETOUG-EBE
87;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;UNIVERSELLE;650 71 43 82;698 18 29 08;;BIYEM-ASSI BISCUITERIE
88;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;BLEUE PLUS;222 21 14 92;;;face HOPITAL GENERAL
89;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;THERIAQUE;679 68 05 11;695 76 41 15;;A côté SOUS-PREFECTURE
90;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;GOD'S GLORY PHARMACY;242 15 89 55;243 23 05 31;;Entrée KOWEIT CITY - ODZA
91;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;SAINT MARTIN;222 23 18 69;;;A COTE KATIOS
92;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;"GRANDE PHARMACIE DES
LUMIERES";222 20 58 55;;;ROND-POINT NLONGKAK
93;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;AUMACHA;680 82 25 57;657 65 34 20 /;;"MIMBOMAN PETIT MARCHÉ  derriére
SAPEUR"
94;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;BON BERGER  le;242 60 67 77;6 99 98 51 68;691 24 86 07;"NOUVELLE ROUTE OMNISPORTS - Rue
FOE"
95;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;CHAPELLE  de la;222 21 33 21;;;CHAPELLE NGOUSSO
96;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;OYOM ABANG;699 93 11 81;673 28 49 44;;PLACE DU MARCHE
97;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;MESSA;222 22 53 54;694 28 73 04;;Entrée CAMP YEYAP _ MESSA
98;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;JOUVENCE  de la;222 31 72 24;;;Rond Point EXPRESS - BIYEM-ASSI
99;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;BEATITUDES  les;242 03 75 82;677 96 21 16;;Carrefour LYCEE DE BIYEM - ASSI
100;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;DIGNITE;651 53 12 83;697 68 26 88;243 07 48 07;OLEMBE _ Entrée ECOLE
101;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;BAYARD;670 11 54 36;;;face HÔPITAL GYNECO OBSTÉTRIQUE
102;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;RELAIS DE NKOMO  le;653 74 33 45;655 82 72 54;;PAROISSE NKOAYOS
103;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;H&L;696 61 39 74;680 93 36 62;;face Boulangerie Essomba
104;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;CYGNE ODZA  le;657 35 88 25;222 30 13 76;;face TOTAL BORNE 10 - ODZA
105;Sam. 28 Oct. 2023 à 8h - Lun. 30 Oct. 2023 à 8h;EKOUMDOUM;650 85 30 31;620 02 44 92;;HAPPY EKOUMDOUM
106;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;PETALES  des;;222 23 15 97;;vers LE CAPITOLE
107;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;PROVINCIALE;;222 20 94 93;6 96 31 65 86 /;NLONGKAK PREFECTURE
108;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;FLECHE  la;;696 29 28 89;678 30 77 04;MIMBOMAN TERMINUS
109;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;SANTE;;222 22 30 03 /;690 10 02 40;face HÔPITAL DE LA CAISSE
110;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;ATHERA;;620 26 13 34;650 62 05 05;TiTI GARAGE - Résidence VERTE
111;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;MVOG ATANGANA MBALLA;;222 30 67 85;;ENTREE M. MVOG-MBI
112;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;SOTOWNEK;;242 67 51 15;697 95 38 86;Carrefour MEEC.
113;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;UNIVERSITE  de l';;222 23 30 48;672 91 08 08;Carrefour CETIC NGOA EKELE
114;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;BIYEM-ASSI  de;;222 31 71 93;676 11 37 86; NIKI
115;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;ELITE;;222 31 65 25;670 12 67 26;Carrefour GP – MVOG-BETSI
116;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;OLEMBE;;658 24 86 75;;face STATION PETROLEX  OLEMBE
117;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;PALAIS;;691 54 16 18;;après la STATION TOTAL ETOUDI
118;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;EKOUNOU;;222 30 67 78;;LABOGENIE EKOUNOU
119;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;MESSAMENDONGO;;693 05 53 75;650 26 51 41;Carrefour MESSAMENDONGO
120;Jeu. 26 Oct. 2023 à 8h - Ven. 27 Oct. 2023 à 8h;SAINTE URIEL;;693 74 14 05;652 73 22 65;DERNIER POTEAU _ EKIE
121;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;INTENDANCE  de l';222 22 46 94;;;Carrefour INTENDANCE
122;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;GOLF  du;692 33 47 46;;;Carrefour GOLF
123;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;BALANCE  la;222 23 70 74;;;CARREF.ANGUISSA
124;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;CRYSTALLIS  le;242 71 05 86;667 08 95 63;;Carrefour ETOA MEKI
125;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;SAINTE ANNE;696 48 84 87;653 19 27 79;;face Polyclinique FOUDA – quartier
126;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;PRIORITE SANTE;671 02 52 81;656 10 94 95;;"Brigade de Gendarmerie de
NKOLMESSENG"
127;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;OLEZOA;222 23 93 37;;;MOBIL OLEZOA
128;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;MARIJOVA;699 98 86 83;;;"Entre Carrefour MEEC et DOVV - Nvlle
route NKOLBISSONG"
129;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;SAINTE BERNADETTE;691 30 34 90;650 68 49 78;;CRADAT
130;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;ETOILE  de l';222 31 49 62;696 49 42 51;671 28 06 98;Montée MAISONS BLANCHES
131;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;PRINCIPALE;222 31 49 08;;;Entrée IRIC - Carrefour OBILI
132;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;CANA;222 20 97 51;;;Carrefour JAMOT
133;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;TONGOLO;222 20 94 85;657 95 18 18;678 93 10 04;Carrefour CLUB YANNICK
134;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;SAINTE ELISABETH de NKOMO;243 15 30 58;;;"Carrefour NKOMO _ face BOULANGERIE
FONTANA"
135;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;MINDILI;655 77 32 70;222 30 22 80;690.64.85.80;Carrefour de L'AMITIE - EKOUMDOUM
136;Ven. 27 Oct. 2023 à 8h - Sam. 28 Oct. 2023 à 8h;MATURITE;655 44 91 38;672 31 10 98;;NEPTUNE _ ODZA
137;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;MOISSON  de la;222 23 16 19;;;POSTE CENTRALE
138;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;ELOBI;222 20 41 37;658 18 37 18;;MOKOLO ELOBI
139;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;ISIS;222 23 35 78;;;EMOMBO
140;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;ELIG-EDZOA  d';677 71 81 27;;;face CASSE ELIG EDZOA
141;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;STADE  du;222 20 67 10;;;STADE OMNISPORT
142;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;CODEX;242 07 59 88;;;AHALA 1  Entrée PHARMACAM
143;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;GLOIRE;691 11 59 91;683 95 31 42;;300m après USINE DES EAUX 
144;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;VIE  de la;222 22 67 87;;;face FOKOU MOKOLO
145;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;GET BETTER;655 33 16 36 /;;;Carrefour du CENTRE DES HANDICAPES
146;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;BETHESDA;222 31 39 97;;;TAM-TAM WEEK-END
147;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;CENTRE MESSASSI (Ydé)  du;670.36.79.82;696.22.05.82;;Carrefour MESSASSI
148;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;NOBEL;690 30 18 18;;;Carrefour ANCIEN 6ième ETOUDI
149;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;H&L;696 61 39 74;680 93 36 62;;face Boulangerie Essomba
150;Mer. 25 Oct. 2023 à 8h - Jeu. 26 Oct. 2023 à 8h;FOI  de la;656 49 68 11;681 52 63 19;;PETIT MARCHE D'ODZA
151;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;MFOUNDI  du;222 23 78 88;;;Carrefour ELIG ESSONO
152;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;K'FOUR MOTO GEORGES;242 19 28 27;698 01 05 19;;MOTO GEORGES
153;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;MVOG-ADA;222 22 43 25;;;Carrefour. BOUT- CARRE MVOG-ADA
154;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;COLOMBE;699 10 43 73;654 83 64 71;;TEXACO OMNISPORT
155;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;LYCEE BILINGUE  du;222 22 98 37;242 72 22 03;;Carrefour HÔTEL DU PLATEAU
156;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;EFOULAN;242 06 74 26;;;"à côté PALAIS CHARLES ATANGANA
(EFOULAN)"
157;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;CYPRES  du;242 06 47 59;;;1ier Carrefour NKOLBISSON
158;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;LAC  du;222 22 20 80;;;MINISTERE de l'EQUIPEMENT
159;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;OBILI CHAPELLE;222 31 81 22;694 28 56 83 /;;CHAPELLE OBILI
160;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;BRUXELLOISE;242 17 38 63;651 30 10 53;;après la station TRADEX EMANA
161;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;MANGUIERS  des;242 06 04 09;694 02 64 61;;Rue DES MANGUIERS
162;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;SANTE & VIE;682 24 74 78;;;face GP BITENG
163;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;GOD'S GLORY PHARMACY;242 15 89 55;243 23 05 31;;Entrée KOWEIT CITY - ODZA
164;Mar. 24 Oct. 2023 à 8h - Mer. 25 Oct. 2023 à 8h;BETHEL PHARMACY;222 30 07 41;;;EKIE _ BOULANGERIE MERLOT
165;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;URBAINE;222 23 49 11;697 55 15 56;;Montée ANE ROUGE - HÔTEL ROYAL
166;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;ECOLE de POLICE;222 03 63 25;699 97 68 79 /;;ECOLE DE POLICE
167;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;KETCHY;222 23 90 22;;;MADAGASCAR
168;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;MEMORIAL  le;674 09 23 87;222 30 05 81;;Carrefour Iptec à Nkolndongo
169;Sam. 21 Oct. 2023 à 8h - Lun. 23 Oct. 2023 à 8h;POPULAIRE;222 23 23 41;;;A côté SUPERMARCHÉ DOVV ESSOS
